序,,,,
,,考核标准及要求,现状情况,符合性
号,,,,
,,转动机械设备外露的转动部分，应设置防,,
1,,,车间内高速转动机械设置防护罩。,符合
,,护罩。,,
2,,转动机械设备应设置必要的闭锁装置。,有必要的闭锁装置。,符合
,,转动机械操作时，不得带手套，以避免绞,有安全管理要求，现场检查未发现,
3,,,,符合
,,入。,此类现象。,
,,防护装置的制造不应使其暴露锐边和尖角,现场检查未发现转动装置有暴露锐,
,,,,符合
4,,,,
,,或其他的危险突出物。,边和尖角等。,
,小,结：检查结果表明，企业防机械伤害,措施符合有关标准要求。,
3.8,.,2 防高处坠落措施评价,,
,在,生产区布置有钢结构设施如固定式钢,直梯、钢斜梯、防护栏杆、钢平台,等。现
场检,查,中发现，企业设置的防高处坠落措施,符合 GB4053.1-2009《固定式钢梯,及平台
安全,要,求第 1 部分钢直梯》、GB4053.2-2009,《固定式钢梯及平台安全要求 第,2 部分
钢斜,梯,》、GB4053.3-2009《固定式钢梯及平,台安全要求 第 3 部分工业防护栏,杆及钢
平台,》,的规定和要求。,,
3.9,,安全生产管理评价,,
,企,业安全生产管理状况评价详见下表。,,
,,附表3.9-1 安全,管理检查表,
序,,,检查,
,,检查内容,检查标准,备注
号,,,结果,
一、,机,构设置及从业人员,,
,生,产经营单位的主要负责人对本单位的安,总经理,全面负
,,《,安全生产法》第五条 符合,
1,,,,
,全,生产工作全面负责。,责。,
,危,险化学品的生产、经营、储存单位，应,设有安,全管理
,当,设置安全生产管理机构或者配备专职安,"《安全生产法》
符合 机构，",配备了专
2,,,第十九条,
,全,生产管理人员。,职安全,管理员
,,企业主要负责人、分管安全负责人和安,主要负,责人、安
,全,生产管理人员必须具备与其从事的生产,全管理,员、压力
,经,营活动相适应的安全生产知识和管理能,容器操,作工、危
,力,，依法参加安全生产培训，并经考核合,险化学,品操作
,格,，取得安全资格证书。,《危险化学品生产企 工持证,上岗。
,,企业分管安全负责人、分管生产负责人、,业安全生产许可证实 分管负,责人多
3,,,符合,
,分,管技术负责人应当具有一定的化工专业,施办法》 年从事,化工生
,知,识或者相应的专业学历，专职安全生产,第十六条 产工作,经历，技
,管,理人员应当具备国民教育化工化学类,术负责,人从事
,（,或安全工程）中等职业教育以上学历或,本行业,多年，专
,者,化工化学类中级以上专业技术职称，或,职安全,管理员
,者,具备危险物品安全类注册安全工程师资,中专以,上学历
