,,《化工和危险化学品生产经营单,,
,,位重大生产安全事故隐患判定标,,
,,准（试行）》第三条。,,
,,《危险化学品生产企业安全生产,,
,,许可证实施办法》第九条第三款；,,企业已按设计要
,涉及重点监管危险化工工艺的装置,,,
4,,《化工和危险化学品生产经营单,符合,求安装自动化控
,未装设自动化控制系统。,,,
,,位重大生产安全事故隐患判定标,,制系统。
,,准（试行）》第四条。,,
二、停产停业整顿或暂时停产停业、停止使用相关设施设备类,,,,
序,,,检查,
,分类内容,标准条款,,实际情况
号,,,结果,
,未取得安全生产许可证、安全使用许,,,
,,《危险化学品安全管理条例》第,,有相应证照，企
,可证（试生产期间除外）、危险化学,,,
1,,十四条、第二十九条、第三十三,符合,业已取得生产许
,品经营许可证或超许可范围从事危,,,
,,条。,,可
,险化学品生产经营活动。,,,
,新开发的危险化学品生产工艺未经,,,
,小试、中试、工业化试验直接进行工,《安全生产法》；,,
,业化生产，且重大事故隐患排除前或,《危险化学品生产企业安全生产,,
,者排除过程中无法保证安全的；国内,许可证实施办法》第九条第二款；,,
2,,,——,本项目不涉及。
,首次使用的化工工艺，未经过省级人,《化工和危险化学品生产经营单,,
,民政府有关部门组织的安全可靠性,位重大生产安全事故隐患判定标,,
,论证，且重大事故隐患排除前或者排,准（试行）》第十九条。,,
,除过程中无法保证安全的。,,,
,一级或者二级重大危险源不具备紧,,,
,急停车功能，对重大危险源中的毒性,《安全生产法》；,,
,气体、剧毒液体和易燃气体等重点设,《危险化学品重大危险源监督管,,
,施未设置紧急切断装置，涉及毒性气,理暂行规定》第十三条；,,
3,,,——,不涉及。
,体、液化气体、剧毒液体的一级、二,《化工和危险化学品生产经营单,,
,级重大危险源未配备独立的安全仪,位重大生产安全事故隐患判定标,,
,表系统，且重大事故隐患排除前或者,准（试行）》第五条。,,
,排除过程中无法保证安全的。,,,
,,《安全生产法》；,,
,涉及重点监管危险化工工艺的装置,,,
,,《危险化学品生产企业安全生产,,
,未实现自动化控制，系统未实现紧急,,,
,,许可证实施办法》第九条第三款；,,
,停车功能，且重大事故隐患排除前或,,,企业已按设计要
,,《危险化学品安全使用许可证管,,
4,者排除过程中无法保证安全的；装备,,符合,求安装自动化控
,,理办法》第七条第三款；,,
,的自动化控制系统、紧急停车系统未,,,制系统。
,,《化工和危险化学品生产经营单,,
,投入使用，且重大事故隐患排除前或,,,
,,位重大生产安全事故隐患判定标,,
,者排除过程中无法保证安全的。,,,
,,准（试行）》第四条。,,
,,《危险化学品生产企业安全生产,,企业车间布置符
,装置的控制室、机柜间、变配电所、,许可证实施办法》第八条第一款,,合规范要求，甲
,化验室、办公室等不得与设有甲、乙,第三项；,,类车间附属机柜
5,,,符合,
,A类设备的房间布置在同一建筑物,《石油化工企业设计防火标准》,,间已按要求与爆
,内。,（GB 50160-2008）（2018年版）,,炸危险区域隔
,,5.2.16。,,开。
,爆炸危险场所未按照国家标准安装,《安全生产法》；,,爆炸危险场所使
6,使用防爆电气设备，且重大事故隐患,《化工和危险化学品生产经营单,符合,用符合要求的防
,排除前或者排除过程中无法保证安,位重大生产安全事故隐患判定标,,爆电气设备。
