序,,,,检查结
,检查内容,检查依据,检查情况,
号,,,,果
,涉及重大危险源、重点监管的危险化工工,,企业目前在役的主,
,艺、毒性气体和爆炸品，且主要反应器、,危险化学品,要生产设备未超过,
,,生产使用企,,
,压力容器、常压储罐、低温储罐和GC1级,,设计年限，投产运,
,,业老旧装置,,
,压力管道等设备设施达到设计使用年限，,,行时间未超过,不涉及
1,,安全风险评,20,
,或未规定设计使用年限、但实际投产运行,,年；涉及重点监管,
,时间超过 年的装置（包括独立装置和联,估指南,工艺车间的设备使,
,20,（试行）,,
,合装置）,,用寿命少于10年。,
,凡列入精细化工反应安全风险评估范围但,,,
,未开展评估的精细化工生产装置，一律不,,,
,得生产。现有涉及硝化、氯化、氟化、重,,,
,,,本项目不涉及硝,
,氮化、过氧化工艺的精细化工生产装置必,,,
,,,化、氯化、氟化、,
,须于 年底前完成有关产品生产工艺全,,,
,2021,,重氮化、过氧化工,
,流程的反应安全风险评估，同时按照加强,,,
,精细化工反应安全风险评估工作指导意,全国安全生,艺；本项目包括重,
,,产专项整治,点监管危险工艺：,
2,见，对相关原料、中间产品、产品及副产,,,符合
,,三年行动计,制氢、加氢等精细,
,物进行热稳定性测试和蒸馏、干燥、储存,,,
,,划,化工反应已开展反,
,等单元操作的风险评估。强化精细化工反,,,
,应安全风险评估结果运用，已开展反应安,,应风险评估，并按,
,,,评估结果采取相应,
,全风险评估的企业要根据反应危险度等级,,安全措施。,
,和评估建议设置相应的安全设施，补充完,,,
,善安全管控措施，及时审查和修订安全操,,,
,作规程，确保设备设施满足工艺安全要求。,,,
,涉及“两重点一重大”的生产装置、储存,,,
,设施的紧急切断装置、自动化控制系统装,,,
,备和使用率必须达到100%，未实现或未投,,本项目的生产装,
,,全国安全生,,
,用的，一律停产整改。,,置、储存设施均设,
,,产专项整治,,
3,推动涉及重点监管危险化工工艺的生产装,三年行动计,置了紧急切断装,符合
,置实现全流程自动化控制，2022 年底前所,,置、自动化控制系,
,,划,,
,有涉及硝化、氯化、氟化、重氮化、过氧,,统。,
,化工艺装置的上下游配套装置必须实现自,,,
,动化控制。,,,
,涉及“两重点一重大”生产装置和储存设,,,
,施的企业，新入职的主要负责人和主管生,,,
,产、设备、技术、安全的负责人及安全生,,,
,,,企业主要负责人和,
,产管理人员必须具备化学、化工、安全等,,主管生产、设备、,
,相关专业大专及以上学历或化工类中级及,全国安全生,,
,,,技术、安全的负责,
,以上职称。涉及重大危险源、重点监管化,产专项整治,人及安全生产管理,符合
4,工工艺的生产装置、储存设施的操作人员,三年行动计,,
,,,人员自动化控制人,
,必须具备高中及以上学历或化工类中等及,划,员的学历职称满足,
,以上职业教育水平。,,/,
,,,要求，见表1-1。,
,涉及爆炸危险性化学品的生产装置和储存,,,
,设施的操作人员必须具备化工类大专及以,,,
,上学历。,,,
,涉及爆炸危险性化学品的生产装置控制,全国安全生,本项目甲乙类场所,
,室、交接班室不得布置在装置区内，已建,产专项整治,内未设置办公室、,
,,,,符合
5,,,,
,成投用的必须于2020年底前完成整改。,三年行动计,休息室、外操室、,
,涉及甲乙类火灾危险性的生产装置控制,划,巡检室；控制室设,
