,格。,,,
,特种作业人员应当依照《特种作业人员,,,
,安全技术培训考核管理规定》，经专门的安,,,
,全技术培训并考核合格，取得特种作业操,,,
,作证书。,,,
二、,安全生产管理制度,,,
,企业应当建立健全主要负责人、分管负责,,,制定了各岗位
,,《安全生产法》,,
1,人、安全生产管理人员、职能部门、岗位,第十七条,符合,安全生产责任
,安全生产责任制。,,,制。
,企业应当根据化工工艺、装置、设施等实,《危险化学品生产企,,安全生产规章
2,际情况，制定完善二十四项安全生产规章,业安全生产许可证实,符合,制 度 满 足 要
,制度。,施办法》第十四条,,求。
,,《危险化学品生产企,,
,企业应当根据危险化学品的生产工艺、技,业安全生产许可证实,,
,,,,制定了安全操
,术、设备特点和原辅料、产品的危险性编,施办法》第十五条、,符合,
3,,,,作规程。
,制岗位操作安全规程。,《安全生产法》第十七,,
,,条,,
三、,安全生产的现场管理,,,
,企业应当按照国家规定提取与安全生产有,《危险化学品生产企,,
,,,,安全投入符合
1,关的费用，并保证安全生产所必须的资金,业安全生产许可证实,符合,
,,,,规范要求。
,投入。,施办法》第十七条,,
,a.生产单位应对所生产的化学品进行危险,,,
,性鉴别，并对其进行标识。,,,
,b.生产单位应对所生产的危险化学品挂贴,,,
,“危险化学品安全标签”（以下简称安全标,,,
,签），填写“危险化学品安全技术说明书”,,,
,,《工作场所安全使用,,
,（以下简称安全技术说明书）。,,,
,,化学品规定》,,有安全技术说
,c.使用单位使用的化学品应有标识，危险化,第七条、第八条、第十,符合,明书和安全标
2,学品应有安全标签，并向操作人员提供安,,,
,,二条、第十四条、第十,,签。
,全技术说明书。,九条,,
,d.使用单位购进的化学品需要转移或分装,,,
,到其它容器时，应标明其内容。,,,
,e.使用单位应对盛装、输送、贮存危险化学,,,
,品的设备，采用标牌、标签等形式，标明,,,
,其危险性。,,,
,生产单位应在危险化学品作业点，利用“安,《工作场所安全使用,,
,,,,张贴安全周知
3,全周知卡”或“安全标志”等方式，标明其危,化学品规定》,符合,
,,,,卡。
,险性。,第九条,,
四、,安全生产的管理记录,,,
,定期组织安全生产工作检查，及时消除生,,,
,产安全事故隐患，要求：,《安全生产法》,,建有相关安全
1,,,符合,
,1．有安全检查记录台帐；,第十七条,,管理台帐。
,2．有事故（包括未遂事故）管理台帐。,,,
,企业应当有相应的职业危害防护设施，并,《危险化学品生产企,,
,,,,配备劳动防护
2,为从业人员配备符合国家标准或者行业标,业安全生产许可证实,符合,
,,,,用品。
,准的劳动防护用品。,施办法》第十条,,
,应定期对职工进行体检、建立、健全职业,《职业病防治法》,,建有员工健康
3,,,符合,
,卫生档案和劳动者健康监护档案。,第十九条,,档案。
